Schluessel,Zeile,Von,Bis,Behinderung,hatTatbestandBE,hatZusatzinformationTatbestandstabelle,gehoertZuTatbestandstabelleBE
'3188','5','20','25','N','334843','2008-03-01-00.00.00.0000','','734082'
'3189','6','25','30','N','334844','2008-03-01-00.00.00.0000','','734082'
'3190','7','30','999','N','334845','2008-03-01-00.00.00.0000','','734082'
'3191','1','5','10','N','334846','2008-03-01-00.00.00.0000','','734083'
'3192','2','10','15','N','334847','2008-03-01-00.00.00.0000','','734083'
'3193','3','15','20','N','334848','2008-03-01-00.00.00.0000','','734083'
'3194','4','20','25','N','334849','2008-03-01-00.00.00.0000','','734083'
'3195','5','25','30','N','334850','2008-03-01-00.00.00.0000','','734083'
'3196','6','30','999','N','334851','2008-03-01-00.00.00.0000','','734083'
'3197','1','2','5','N','342100','2008-03-01-00.00.00.0000','','742300'
'3198','1','2','5','N','342112','2008-03-01-00.00.00.0000','','742310'
'3199','1','5','10','N','342124','2008-03-01-00.00.00.0000','','742320'
'3200','2','10','15','N','342125','2008-03-01-00.00.00.0000','','742320'
'3201','3','15','20','N','342126','2008-03-01-00.00.00.0000','','742320'
'3202','1','2','5','N','342136','2008-03-01-00.00.00.0000','','742330'
'3203','1','2','5','N','342148','2008-03-01-00.00.00.0000','','742340'
'3204','2','5','10','N','342600','2008-03-01-00.00.00.0000','','742300'
'3205','3','10','15','N','342601','2008-03-01-00.00.00.0000','','742300'
'3206','4','15','20','N','342602','2008-03-01-00.00.00.0000','','742300'
'3207','5','20','25','N','342603','2008-03-01-00.00.00.0000','','742300'
'3208','6','25','30','N','342604','2008-03-01-00.00.00.0000','','742300'
'3209','7','30','999','N','342605','2008-03-01-00.00.00.0000','','742300'
'3210','1','5','10','N','342606','2008-03-01-00.00.00.0000','','742301'
'3211','2','10','15','N','342607','2008-03-01-00.00.00.0000','','742301'
'3212','3','15','20','N','342608','2008-03-01-00.00.00.0000','','742301'
'3213','4','20','25','N','342609','2008-03-01-00.00.00.0000','','742301'
'3214','5','25','30','N','342610','2008-03-01-00.00.00.0000','','742301'
'3215','6','30','999','N','342611','2008-03-01-00.00.00.0000','','742301'
'3216','2','5','10','N','342612','2008-03-01-00.00.00.0000','','742310'
'3217','3','10','15','N','342613','2008-03-01-00.00.00.0000','','742310'
'3218','4','15','20','N','342614','2008-03-01-00.00.00.0000','','742310'
'3219','5','20','25','N','342615','2008-03-01-00.00.00.0000','','742310'
'3220','6','25','30','N','342616','2008-03-01-00.00.00.0000','','742310'
'3221','7','30','999','N','342617','2008-03-01-00.00.00.0000','','742310'
'3222','1','5','10','N','342618','2008-03-01-00.00.00.0000','','742311'
'3223','2','10','15','N','342619','2008-03-01-00.00.00.0000','','742311'
'3224','3','15','20','N','342620','2008-03-01-00.00.00.0000','','742311'
'3225','4','20','25','N','342621','2008-03-01-00.00.00.0000','','742311'
'3226','5','25','30','N','342622','2008-03-01-00.00.00.0000','','742311'
'3227','6','30','999','N','342623','2008-03-01-00.00.00.0000','','742311'
'3228','4','20','25','N','342624','2008-03-01-00.00.00.0000','','742320'
'3229','5','25','30','N','342625','2008-03-01-00.00.00.0000','','742320'
'3230','6','30','999','N','342626','2008-03-01-00.00.00.0000','','742320'
'3231','1','20','25','N','342630','2008-03-01-00.00.00.0000','','742321'
'3232','2','25','30','N','342631','2008-03-01-00.00.00.0000','','742321'
'3233','3','30','999','N','342632','2008-03-01-00.00.00.0000','','742321'
'3234','2','5','10','N','342636','2008-03-01-00.00.00.0000','','742330'
'3235','3','10','15','N','342637','2008-03-01-00.00.00.0000','','742330'
'3236','4','15','20','N','342638','2008-03-01-00.00.00.0000','','742330'
'3237','5','20','25','N','342639','2008-03-01-00.00.00.0000','','742330'
'3238','6','25','30','N','342640','2008-03-01-00.00.00.0000','','742330'
'3239','7','30','999','N','342641','2008-03-01-00.00.00.0000','','742330'
'3240','1','5','10','N','342642','2008-03-01-00.00.00.0000','','742331'
'3241','2','10','15','N','342643','2008-03-01-00.00.00.0000','','742331'
'3242','3','15','20','N','342644','2008-03-01-00.00.00.0000','','742331'
'3243','4','20','25','N','342645','2008-03-01-00.00.00.0000','','742331'
'3244','5','25','30','N','342646','2008-03-01-00.00.00.0000','','742331'
'3245','6','30','999','N','342647','2008-03-01-00.00.00.0000','','742331'
'3246','2','5','10','N','342648','2008-03-01-00.00.00.0000','','742340'
'3247','3','10','15','N','342649','2008-03-01-00.00.00.0000','','742340'
'3248','4','15','20','N','342650','2008-03-01-00.00.00.0000','','742340'
'3249','5','20','25','N','342651','2008-03-01-00.00.00.0000','','742340'
'3250','6','25','30','N','342652','2008-03-01-00.00.00.0000','','742340'
'3251','7','30','999','N','342653','2008-03-01-00.00.00.0000','','742340'
'3252','1','5','10','N','342654','2008-03-01-00.00.00.0000','','742341'
'3253','2','10','15','N','342655','2008-03-01-00.00.00.0000','','742341'
'3254','3','15','20','N','342656','2008-03-01-00.00.00.0000','','742341'
'3255','4','20','25','N','342657','2008-03-01-00.00.00.0000','','742341'
'3256','5','25','30','N','342658','2008-03-01-00.00.00.0000','','742341'
'3257','6','30','999','N','342659','2008-03-01-00.00.00.0000','','742341'
'3258','1','0','20','N','103636','2009-02-01-00.00.00.0000','','703000'
'3259','2','21','25','N','103637','2009-02-01-00.00.00.0000','','703000'
'3260','3','26','30','N','103638','2009-02-01-00.00.00.0000','','703000'
'3261','4','31','40','N','103639','2009-02-01-00.00.00.0000','','703000'
'3262','5','41','50','N','103640','2009-02-01-00.00.00.0000','','703000'
'3263','6','51','60','N','103641','2009-02-01-00.00.00.0000','','703000'
'3264','7','61','999','N','103642','2009-02-01-00.00.00.0000','','703000'
'3265','1','0','20','N','103648','2009-02-01-00.00.00.0000','','703001'
'3266','2','21','25','N','103649','2009-02-01-00.00.00.0000','','703001'
'3267','3','26','30','N','103650','2009-02-01-00.00.00.0000','','703001'
'3268','4','31','40','N','103651','2009-02-01-00.00.00.0000','','703001'
'3269','5','41','50','N','103652','2009-02-01-00.00.00.0000','','703001'
'3270','6','51','60','N','103653','2009-02-01-00.00.00.0000','','703001'
'3271','7','61','999','N','103654','2009-02-01-00.00.00.0000','','703001'
'3272','1','0','15','N','103660','2009-02-01-00.00.00.0000','','703002'
'3273','2','16','20','N','103661','2009-02-01-00.00.00.0000','','703002'
'3274','3','21','25','N','103662','2009-02-01-00.00.00.0000','','703002'
'3275','4','26','30','N','103663','2009-02-01-00.00.00.0000','','703002'
'3276','5','31','40','N','103664','2009-02-01-00.00.00.0000','','703002'
'3277','6','41','50','N','103665','2009-02-01-00.00.00.0000','','703002'
'3278','7','51','60','N','103666','2009-02-01-00.00.00.0000','','703002'
'3279','8','61','999','N','103667','2009-02-01-00.00.00.0000','','703002'
'3280','1','0','15','N','103672','2009-02-01-00.00.00.0000','','703003'
'3281','2','16','20','N','103673','2009-02-01-00.00.00.0000','','703003'
'3282','3','21','25','N','103674','2009-02-01-00.00.00.0000','','703003'
'3283','4','26','30','N','103675','2009-02-01-00.00.00.0000','','703003'
'3284','5','31','40','N','103676','2009-02-01-00.00.00.0000','','703003'
'3285','6','41','50','N','103677','2009-02-01-00.00.00.0000','','703003'
'3286','7','51','60','N','103678','2009-02-01-00.00.00.0000','','703003'
'3287','8','61','999','N','103679','2009-02-01-00.00.00.0000','','703003'
'3288','1','0','25','N','103684','2009-02-01-00.00.00.0000','','703004'
'3289','2','26','30','N','103685','2009-02-01-00.00.00.0000','','703004'
'3290','3','31','40','N','103686','2009-02-01-00.00.00.0000','','703004'
'3291','4','41','50','N','103687','2009-02-01-00.00.00.0000','','703004'
'3292','5','51','60','N','103688','2009-02-01-00.00.00.0000','','703004'
'3293','6','61','70','N','103689','2009-02-01-00.00.00.0000','','703004'
'3294','7','71','999','N','103690','2009-02-01-00.00.00.0000','','703004'
'3295','1','0','30','N','103696','2009-02-01-00.00.00.0000','','703005'
'3296','2','31','40','N','103697','2009-02-01-00.00.00.0000','','703005'
'3297','3','41','50','N','103698','2009-02-01-00.00.00.0000','','703005'
'3298','4','51','60','N','103699','2009-02-01-00.00.00.0000','','703005'
'3299','5','61','70','N','103700','2009-02-01-00.00.00.0000','','703005'
'3300','6','71','999','N','103701','2009-02-01-00.00.00.0000','','703005'
'3301','3','16','20','N','103716','2009-02-01-00.00.00.0000','','703006'
'3302','4','21','25','N','103717','2009-02-01-00.00.00.0000','','703006'
'3303','5','26','30','N','103718','2009-02-01-00.00.00.0000','','703006'
'3304','6','31','40','N','103719','2009-02-01-00.00.00.0000','','703006'
'3305','7','41','50','N','103720','2009-02-01-00.00.00.0000','','703006'
'3306','8','51','60','N','103721','2009-02-01-00.00.00.0000','','703006'
'3307','9','60','999','N','103722','2009-02-01-00.00.00.0000','','703006'
'3308','3','16','20','N','103728','2009-02-01-00.00.00.0000','','703007'
'3309','4','21','25','N','103729','2009-02-01-00.00.00.0000','','703007'
'3310','5','26','30','N','103730','2009-02-01-00.00.00.0000','','703007'
'3311','6','31','40','N','103731','2009-02-01-00.00.00.0000','','703007'
'3312','7','41','50','N','103732','2009-02-01-00.00.00.0000','','703007'
'3313','8','51','60','N','103733','2009-02-01-00.00.00.0000','','703007'
'3314','9','60','999','N','103734','2009-02-01-00.00.00.0000','','703007'
'3315','3','16','20','N','103740','2009-02-01-00.00.00.0000','','703008'
'3316','4','21','25','N','103741','2009-02-01-00.00.00.0000','','703008'
'3317','5','26','30','N','103742','2009-02-01-00.00.00.0000','','703008'
'3318','6','31','40','N','103743','2009-02-01-00.00.00.0000','','703008'
'3319','7','41','50','N','103744','2009-02-01-00.00.00.0000','','703008'
'3320','8','51','60','N','103745','2009-02-01-00.00.00.0000','','703008'
'3321','9','61','999','N','103746','2009-02-01-00.00.00.0000','','703008'
'3322','3','16','20','N','103752','2009-02-01-00.00.00.0000','','703009'
'3323','4','21','25','N','103753','2009-02-01-00.00.00.0000','','703009'
'3324','5','26','30','N','103754','2009-02-01-00.00.00.0000','','703009'
'3325','6','31','40','N','103755','2009-02-01-00.00.00.0000','','703009'
'3326','7','41','50','N','103756','2009-02-01-00.00.00.0000','','703009'
'3327','8','51','60','N','103757','2009-02-01-00.00.00.0000','','703009'
'3328','9','61','999','N','103758','2009-02-01-00.00.00.0000','','703009'
'3329','4','21','25','N','103762','2009-02-01-00.00.00.0000','','703010'
'3330','5','26','30','N','103763','2009-02-01-00.00.00.0000','','703010'
'3331','6','31','40','N','103764','2009-02-01-00.00.00.0000','','703010'
'3332','7','41','50','N','103765','2009-02-01-00.00.00.0000','','703010'
'3333','8','51','60','N','103766','2009-02-01-00.00.00.0000','','703010'
'3334','9','61','70','N','103767','2009-02-01-00.00.00.0000','','703010'
'3335','10','71','999','N','103768','2009-02-01-00.00.00.0000','','703010'
'3336','4','21','25','N','103774','2009-02-01-00.00.00.0000','','703011'
'3337','5','26','30','N','103775','2009-02-01-00.00.00.0000','','703011'
'3338','6','31','40','N','103776','2009-02-01-00.00.00.0000','','703011'
'3339','7','41','50','N','103777','2009-02-01-00.00.00.0000','','703011'
'3340','8','51','60','N','103778','2009-02-01-00.00.00.0000','','703011'
'3341','9','61','70','N','103779','2009-02-01-00.00.00.0000','','703011'
'3342','10','71','999','N','103780','2009-02-01-00.00.00.0000','','703011'
'3343','3','16','20','N','103786','2009-02-01-00.00.00.0000','','703012'
'3344','4','21','25','N','103787','2009-02-01-00.00.00.0000','','703012'
'3345','5','26','30','N','103788','2009-02-01-00.00.00.0000','','703012'
'3346','6','31','40','N','103789','2009-02-01-00.00.00.0000','','703012'
'3347','7','41','50','N','103790','2009-02-01-00.00.00.0000','','703012'
'3348','8','51','60','N','103791','2009-02-01-00.00.00.0000','','703012'
'3349','9','60','999','N','103792','2009-02-01-00.00.00.0000','','703012'
'3350','3','16','20','N','103798','2009-02-01-00.00.00.0000','','703013'
'3351','4','21','25','N','103799','2009-02-01-00.00.00.0000','','703013'
'3352','5','26','30','N','103800','2009-02-01-00.00.00.0000','','703013'
'3353','6','31','40','N','103801','2009-02-01-00.00.00.0000','','703013'
'3354','7','41','50','N','103802','2009-02-01-00.00.00.0000','','703013'
'3355','8','51','60','N','103803','2009-02-01-00.00.00.0000','','703013'
'3356','9','60','999','N','103804','2009-02-01-00.00.00.0000','','703013'
'3357','3','16','20','N','103810','2009-02-01-00.00.00.0000','','703014'
'3358','4','21','25','N','103811','2009-02-01-00.00.00.0000','','703014'
'3359','5','26','30','N','103812','2009-02-01-00.00.00.0000','','703014'
'3360','6','31','40','N','103813','2009-02-01-00.00.00.0000','','703014'
'3361','7','41','50','N','103814','2009-02-01-00.00.00.0000','','703014'
'3362','8','51','60','N','103815','2009-02-01-00.00.00.0000','','703014'
'3363','9','60','999','N','103816','2009-02-01-00.00.00.0000','','703014'
'3364','3','16','20','N','103822','2009-02-01-00.00.00.0000','','703015'
'3365','4','21','25','N','103823','2009-02-01-00.00.00.0000','','703015'
'3366','5','26','30','N','103824','2009-02-01-00.00.00.0000','','703015'
'3367','6','31','40','N','103825','2009-02-01-00.00.00.0000','','703015'
'3368','7','41','50','N','103826','2009-02-01-00.00.00.0000','','703015'
'3369','8','51','60','N','103827','2009-02-01-00.00.00.0000','','703015'
'3370','9','60','999','N','103828','2009-02-01-00.00.00.0000','','703015'
'3371','4','21','25','N','103834','2009-02-01-00.00.00.0000','','703016'
'3372','5','26','30','N','103835','2009-02-01-00.00.00.0000','','703016'
'3373','6','31','40','N','103836','2009-02-01-00.00.00.0000','','703016'
'3374','7','41','50','N','103837','2009-02-01-00.00.00.0000','','703016'
'3375','8','51','60','N','103838','2009-02-01-00.00.00.0000','','703016'
'3376','9','61','70','N','103839','2009-02-01-00.00.00.0000','','703016'
'3377','10','70','999','N','103840','2009-02-01-00.00.00.0000','','703016'
'3378','4','21','25','N','103846','2009-02-01-00.00.00.0000','','703017'
'3379','5','26','30','N','103847','2009-02-01-00.00.00.0000','','703017'
'3380','6','31','40','N','103848','2009-02-01-00.00.00.0000','','703017'
'3381','7','41','50','N','103849','2009-02-01-00.00.00.0000','','703017'
'3382','8','51','60','N','103850','2009-02-01-00.00.00.0000','','703017'
'3383','9','61','70','N','103851','2009-02-01-00.00.00.0000','','703017'
'3384','10','70','999','N','103852','2009-02-01-00.00.00.0000','','703017'
'3385','1','0','15','N','103714','2009-02-01-00.00.00.0000','','703018'
'3386','2','0','15','N','103715','2009-02-01-00.00.00.0000','','703018'
'3387','1','0','15','N','103726','2009-02-01-00.00.00.0000','','703019'
'3388','2','0','15','N','103727','2009-02-01-00.00.00.0000','','703019'
'3389','1','0','15','N','103738','2009-02-01-00.00.00.0000','','703020'
'3390','2','0','15','N','103739','2009-02-01-00.00.00.0000','','703020'
'3391','1','0','15','N','103750','2009-02-01-00.00.00.0000','','703021'
'3392','2','0','15','N','103751','2009-02-01-00.00.00.0000','','703021'
'3393','1','4','5','N','104600','2009-02-01-00.00.00.0000','1','704000'
'3394','2','3','4','N','104601','2009-02-01-00.00.00.0000','1','704000'
'3395','3','2','3','N','104602','2009-02-01-00.00.00.0000','1','704000'
'3396','4','1','2','N','104603','2009-02-01-00.00.00.0000','1','704000'
'3397','5','0','1','N','104604','2009-02-01-00.00.00.0000','1','704000'
'3398','1','4','5','N','104606','2009-02-01-00.00.00.0000','1','704001'
'3399','2','3','4','N','104607','2009-02-01-00.00.00.0000','1','704001'
'3400','3','2','3','N','104608','2009-02-01-00.00.00.0000','1','704001'
'3401','4','1','2','N','104609','2009-02-01-00.00.00.0000','1','704001'
'3402','5','0','1','N','104610','2009-02-01-00.00.00.0000','1','704001'
'3403','1','4','5','N','104612','2009-02-01-00.00.00.0000','1','704002'
'3404','2','3','4','N','104613','2009-02-01-00.00.00.0000','1','704002'
'3405','3','2','3','N','104614','2009-02-01-00.00.00.0000','1','704002'
'3406','4','1','2','N','104615','2009-02-01-00.00.00.0000','1','704002'
'3407','5','0','1','N','104616','2009-02-01-00.00.00.0000','1','704002'
'3408','1','4','5','N','104618','2009-02-01-00.00.00.0000','1','704003'
'3409','2','3','4','N','104619','2009-02-01-00.00.00.0000','1','704003'
'3410','3','2','3','N','104620','2009-02-01-00.00.00.0000','1','704003'
'3411','4','1','2','N','104621','2009-02-01-00.00.00.0000','1','704003'
'3412','5','0','1','N','104622','2009-02-01-00.00.00.0000','1','704003'
'3413','1','4','5','N','104624','2009-02-01-00.00.00.0000','1','704004'
'3414','2','3','4','N','104625','2009-02-01-00.00.00.0000','1','704004'
'3415','3','2','3','N','104626','2009-02-01-00.00.00.0000','1','704004'
'3416','4','1','2','N','104627','2009-02-01-00.00.00.0000','1','704004'
'3417','5','0','1','N','104628','2009-02-01-00.00.00.0000','1','704004'
'3418','1','4','5','N','104630','2009-02-01-00.00.00.0000','1','704005'
'3419','2','3','4','N','104631','2009-02-01-00.00.00.0000','1','704005'
'3420','3','2','3','N','104632','2009-02-01-00.00.00.0000','1','704005'
'3421','4','1','2','N','104633','2009-02-01-00.00.00.0000','1','704005'
'3422','5','0','1','N','104634','2009-02-01-00.00.00.0000','1','704005'
'3423','2','0','999','J','112001','2009-02-01-00.00.00.0000','1','712000'
'3424','2','0','1','J','112121','2009-02-01-00.00.00.0000','1','712003'
'3425','4','0','1','J','112123','2009-02-01-00.00.00.0000','2','712003'
'3426','6','0','1','J','112125','2009-02-01-00.00.00.0000','4','712003'
'3427','2','0','1','J','112131','2009-02-01-00.00.00.0000','1','712004'
'3428','4','0','1','J','112133','2009-02-01-00.00.00.0000','2','712004'
'3429','6','1','999','J','112135','2009-02-01-00.00.00.0000','4','712004'
'3430','2','0','1','J','112141','2009-02-01-00.00.00.0000','1','712005'
'3431','4','0','1','J','112143','2009-02-01-00.00.00.0000','2','712005'
'3432','6','1','999','J','112145','2009-02-01-00.00.00.0000','4','712005'
'3433','2','0','1','J','112153','2009-02-01-00.00.00.0000','2','712006'
'3434','4','1','999','J','112155','2009-02-01-00.00.00.0000','4','712006'
'3435','2','0','1','J','112161','2009-02-01-00.00.00.0000','1','712007'
'3436','4','0','1','J','112163','2009-02-01-00.00.00.0000','2','712007'
'3437','6','1','999','J','112165','2009-02-01-00.00.00.0000','4','712007'
'3438','2','0','1','J','112171','2009-02-01-00.00.00.0000','1','712008'
'3439','4','0','1','J','112173','2009-02-01-00.00.00.0000','2','712008'
'3440','6','1','999','J','112175','2009-02-01-00.00.00.0000','4','712008'
'3441','2','0','1','J','112181','2009-02-01-00.00.00.0000','1','712009'
'3442','4','0','1','J','112183','2009-02-01-00.00.00.0000','2','712009'
'3443','6','1','999','J','112185','2009-02-01-00.00.00.0000','4','712009'
'3444','2','0','1','N','112191','2009-02-01-00.00.00.0000','1','712010'
'3445','4','0','1','N','112193','2009-02-01-00.00.00.0000','2','712010'
'3446','6','1','999','N','112195','2009-02-01-00.00.00.0000','2','712010'
'3447','2','0','999','J','112211','2009-02-01-00.00.00.0000','1','712012'
'3448','2','0','3','J','112023','2009-02-01-00.00.00.0000','2','712013'
'3449','4','3','999','J','112025','2009-02-01-00.00.00.0000','5','712013'
'3450','2','0','3','J','112033','2009-02-01-00.00.00.0000','2','712014'
'3451','4','3','999','J','112035','2009-02-01-00.00.00.0000','5','712014'
'3452','2','0','1','J','112223','2009-02-01-00.00.00.0000','2','712015'
'3453','4','1','999','J','112225','2009-02-01-00.00.00.0000','4','712015'
'3454','2','0','1','J','112233','2009-02-01-00.00.00.0000','2','712016'
'3455','4','1','999','J','112235','2009-02-01-00.00.00.0000','4','712016'
'3456','2','0','1','J','112243','2009-02-01-00.00.00.0000','2','712017'
'3457','4','1','999','J','112245','2009-02-01-00.00.00.0000','4','712017'
'3458','2','0','1','J','112253','2009-02-01-00.00.00.0000','2','712018'
'3459','4','1','999','J','112255','2009-02-01-00.00.00.0000','4','712018'
'3460','2','0','1','J','112263','2009-02-01-00.00.00.0000','2','712019'
'3461','4','1','999','J','112265','2009-02-01-00.00.00.0000','5','712019'
'3462','2','0','3','J','112273','2009-02-01-00.00.00.0000','2','712020'
'3463','4','3','999','J','112275','2009-02-01-00.00.00.0000','5','712020'
'3464','2','0','3','J','112283','2009-02-01-00.00.00.0000','2','712021'
'3465','4','3','999','J','112285','2009-02-01-00.00.00.0000','5','712021'
'3466','2','0','3','J','112293','2009-02-01-00.00.00.0000','2','712022'
'3467','4','3','999','J','112295','2009-02-01-00.00.00.0000','5','712022'
'3468','2','0','3','J','112303','2009-02-01-00.00.00.0000','2','712023'
'3469','4','3','999','J','112305','2009-02-01-00.00.00.0000','5','712023'
'3470','2','0','3','J','112313','2009-02-01-00.00.00.0000','2','712024'
'3471','4','3','999','J','112315','2009-02-01-00.00.00.0000','5','712024'
'3472','2','0','3','J','112323','2009-02-01-00.00.00.0000','2','712025'
'3473','4','3','999','J','112325','2009-02-01-00.00.00.0000','5','712025'
'3474','2','0','3','J','112333','2009-02-01-00.00.00.0000','2','712026'
'3475','4','3','999','J','112335','2009-02-01-00.00.00.0000','5','712026'
'3476','2','0','3','J','112343','2009-02-01-00.00.00.0000','2','712027'
'3477','4','3','999','J','112345','2009-02-01-00.00.00.0000','5','712027'
'3478','2','0','3','J','112353','2009-02-01-00.00.00.0000','2','712028'
'3479','4','3','999','J','112355','2009-02-01-00.00.00.0000','5','712028'
'3480','2','0','3','J','112373','2009-02-01-00.00.00.0000','2','712029'
'3481','4','3','999','J','112375','2009-02-01-00.00.00.0000','5','712029'
'3482','2','0','1','J','112041','2009-02-01-00.00.00.0000','1','712030'
'3483','4','0','1','J','112043','2009-02-01-00.00.00.0000','2','712030'
'3484','6','1','999','J','112045','2009-02-01-00.00.00.0000','4','712030'
'3485','2','0','1','J','112051','2009-02-01-00.00.00.0000','1','712031'
'3486','4','0','1','J','112403','2009-02-01-00.00.00.0000','2','712031'
'3487','6','1','999','J','112405','2009-02-01-00.00.00.0000','4','712031'
'3488','2','0','1','J','112061','2009-02-01-00.00.00.0000','1','712032'
'3489','4','0','1','J','112063','2009-02-01-00.00.00.0000','2','712032'
'3490','6','1','999','J','112065','2009-02-01-00.00.00.0000','4','712032'
'3491','2','0','0,25','J','112411','2009-02-01-00.00.00.0000','1','712033'
'3492','4','0','0,25','J','112413','2009-02-01-00.00.00.0000','2','712033'
'3493','6','0,25','999','J','112415','2009-02-01-00.00.00.0000','3','712033'
'3494','2','0','999','J','112427','2009-02-01-00.00.00.0000','1','712034'
'3495','4','0','999','J','112429','2009-02-01-00.00.00.0000','2','712034'
'3496','2','0','1','J','112433','2009-02-01-00.00.00.0000','2','712035'
'3497','4','1','999','J','112435','2009-02-01-00.00.00.0000','4','712035'
'3498','2','0','1','J','112453','2009-02-01-00.00.00.0000','2','712036'
'3499','4','1','999','J','112455','2009-02-01-00.00.00.0000','4','712036'
'3500','3','16','20','N','118632','2009-02-01-00.00.00.0000','','718000'
'3501','4','21','25','N','118633','2009-02-01-00.00.00.0000','','718000'
'3502','5','26','30','N','118634','2009-02-01-00.00.00.0000','','718000'
'3503','6','31','40','N','118635','2009-02-01-00.00.00.0000','','718000'
'3504','7','41','50','N','118636','2009-02-01-00.00.00.0000','','718000'
'3505','8','51','60','N','118637','2009-02-01-00.00.00.0000','','718000'
'3506','9','60','999','N','118638','2009-02-01-00.00.00.0000','','718000'
'3507','3','16','20','N','118644','2009-02-01-00.00.00.0000','','718001'
'3508','4','21','25','N','118645','2009-02-01-00.00.00.0000','','718001'
'3509','5','26','30','N','118646','2009-02-01-00.00.00.0000','','718001'
'3510','6','31','40','N','118647','2009-02-01-00.00.00.0000','','718001'
'3511','7','41','50','N','118648','2009-02-01-00.00.00.0000','','718001'
'3512','8','51','60','N','118649','2009-02-01-00.00.00.0000','','718001'
'3513','9','61','999','N','118650','2009-02-01-00.00.00.0000','','718001'
'3514','1','0','15','N','118630','2009-02-01-00.00.00.0000','','718005'
'3515','2','0','15','N','118631','2009-02-01-00.00.00.0000','','718005'
'3516','1','0','15','N','118642','2009-02-01-00.00.00.0000','','718006'
'3517','2','0','15','N','118643','2009-02-01-00.00.00.0000','','718006'
'3518','3','16','20','N','120618','2009-02-01-00.00.00.0000','','720000'
'3519','4','21','25','N','120619','2009-02-01-00.00.00.0000','','720000'
'3520','5','26','30','N','120620','2009-02-01-00.00.00.0000','','720000'
'3521','6','31','40','N','120621','2009-02-01-00.00.00.0000','','720000'
'3522','7','41','50','N','120622','2009-02-01-00.00.00.0000','','720000'
'3523','8','51','60','N','120623','2009-02-01-00.00.00.0000','','720000'
'3524','9','61','999','N','120624','2009-02-01-00.00.00.0000','','720000'
'3525','1','0','10','N','120112','2009-02-01-00.00.00.0000','','720001'
'3526','3','16','20','N','120630','2009-02-01-00.00.00.0000','','720001'
'3527','4','21','25','N','120631','2009-02-01-00.00.00.0000','','720001'
'3528','5','26','30','N','120632','2009-02-01-00.00.00.0000','','720001'
'3529','6','31','40','N','120633','2009-02-01-00.00.00.0000','','720001'
'3530','7','41','50','N','120634','2009-02-01-00.00.00.0000','','720001'
'3531','8','51','60','N','120635','2009-02-01-00.00.00.0000','','720001'
'3532','9','61','999','N','120636','2009-02-01-00.00.00.0000','','720001'
'3533','2','11','15','N','120641','2009-02-01-00.00.00.0000','','720002'
'3534','3','16','20','N','120642','2009-02-01-00.00.00.0000','','720002'
'3535','4','21','25','N','120643','2009-02-01-00.00.00.0000','','720002'
'3536','5','26','30','N','120644','2009-02-01-00.00.00.0000','','720002'
'3537','6','31','40','N','120645','2009-02-01-00.00.00.0000','','720002'
'3538','7','41','50','N','120646','2009-02-01-00.00.00.0000','','720002'
'3539','8','51','60','N','120647','2009-02-01-00.00.00.0000','','720002'
'3540','9','61','999','N','120648','2009-02-01-00.00.00.0000','','720002'
'3541','3','16','20','N','120654','2009-02-01-00.00.00.0000','','720003'
'3542','4','21','25','N','120655','2009-02-01-00.00.00.0000','','720003'
'3543','5','26','30','N','120656','2009-02-01-00.00.00.0000','','720003'
'3544','6','31','40','N','120657','2009-02-01-00.00.00.0000','','720003'
'3545','7','41','50','N','120658','2009-02-01-00.00.00.0000','','720003'
'3546','8','51','60','N','120659','2009-02-01-00.00.00.0000','','720003'
'3547','9','61','999','N','120660','2009-02-01-00.00.00.0000','','720003'
'3548','4','21','25','N','120666','2009-02-01-00.00.00.0000','','720004'
'3549','5','26','30','N','120667','2009-02-01-00.00.00.0000','','720004'
'3550','6','31','40','N','120668','2009-02-01-00.00.00.0000','','720004'
'3551','7','41','50','N','120669','2009-02-01-00.00.00.0000','','720004'
'3552','8','51','60','N','120670','2009-02-01-00.00.00.0000','','720004'
'3553','9','61','70','N','120671','2009-02-01-00.00.00.0000','','720004'
'3554','10','71','999','N','120672','2009-02-01-00.00.00.0000','','720004'
'3555','4','21','25','N','120678','2009-02-01-00.00.00.0000','','720005'
'3556','5','26','30','N','120679','2009-02-01-00.00.00.0000','','720005'
'3557','6','31','40','N','120680','2009-02-01-00.00.00.0000','','720005'
'3558','7','41','50','N','120681','2009-02-01-00.00.00.0000','','720005'
'3559','8','51','60','N','120682','2009-02-01-00.00.00.0000','','720005'
'3560','9','61','70','N','120683','2009-02-01-00.00.00.0000','','720005'
'3561','10','71','999','N','120684','2009-02-01-00.00.00.0000','','720005'
'3562','3','16','20','N','120768','2009-02-01-00.00.00.0000','','720006'
'3563','4','21','25','N','120769','2009-02-01-00.00.00.0000','','720006'
'3564','5','26','30','N','120770','2009-02-01-00.00.00.0000','','720006'
'3565','6','31','40','N','120771','2009-02-01-00.00.00.0000','','720006'
'3566','7','41','50','N','120772','2009-02-01-00.00.00.0000','','720006'
'3567','8','51','60','N','120773','2009-02-01-00.00.00.0000','','720006'
'3568','9','61','999','N','120774','2009-02-01-00.00.00.0000','','720006'
'3569','3','16','20','N','120778','2009-02-01-00.00.00.0000','','720007'
'3570','4','21','25','N','120779','2009-02-01-00.00.00.0000','','720007'
