hatKennzeichnung,gehoertZuTatbestandBE
'4','104625','2008-03-01-00.00.00.0000'
'4','104626','2008-03-01-00.00.00.0000'
'4','104627','2008-03-01-00.00.00.0000'
'4','104628','2008-03-01-00.00.00.0000'
'4','104630','2008-03-01-00.00.00.0000'
'4','104631','2008-03-01-00.00.00.0000'
'4','104632','2008-03-01-00.00.00.0000'
'4','104633','2008-03-01-00.00.00.0000'
'4','104634','2008-03-01-00.00.00.0000'
'4','104636','2008-03-01-00.00.00.0000'
'4','104642','2008-03-01-00.00.00.0000'
'5','331130','2008-03-01-00.00.00.0000'
'5','331148','2008-03-01-00.00.00.0000'
'5','331166','2008-03-01-00.00.00.0000'
'5','331178','2008-03-01-00.00.00.0000'
'5','331190','2008-03-01-00.00.00.0000'
'5','331191','2008-03-01-00.00.00.0000'
'5','331192','2008-03-01-00.00.00.0000'
'5','331208','2008-03-01-00.00.00.0000'
'5','331209','2008-03-01-00.00.00.0000'
'5','331210','2008-03-01-00.00.00.0000'
'5','331226','2008-03-01-00.00.00.0000'
'5','331227','2008-03-01-00.00.00.0000'
'5','331228','2008-03-01-00.00.00.0000'
'5','331238','2008-03-01-00.00.00.0000'
'5','331239','2008-03-01-00.00.00.0000'
'5','331240','2008-03-01-00.00.00.0000'
'5','331248','2008-03-01-00.00.00.0000'
'5','331260','2008-03-01-00.00.00.0000'
'5','331272','2008-03-01-00.00.00.0000'
'5','331273','2008-03-01-00.00.00.0000'
'5','331274','2008-03-01-00.00.00.0000'
'5','331284','2008-03-01-00.00.00.0000'
'5','331285','2008-03-01-00.00.00.0000'
'5','331286','2008-03-01-00.00.00.0000'
'5','331296','2008-03-01-00.00.00.0000'
'5','331308','2008-03-01-00.00.00.0000'
'5','331320','2008-03-01-00.00.00.0000'
'5','331321','2008-03-01-00.00.00.0000'
'5','331322','2008-03-01-00.00.00.0000'
'5','331784','2008-03-01-00.00.00.0000'
'5','331785','2008-03-01-00.00.00.0000'
'5','331786','2008-03-01-00.00.00.0000'
'5','331787','2008-03-01-00.00.00.0000'
'5','331788','2008-03-01-00.00.00.0000'
'5','331790','2008-03-01-00.00.00.0000'
'5','331791','2008-03-01-00.00.00.0000'
'5','331792','2008-03-01-00.00.00.0000'
'5','331793','2008-03-01-00.00.00.0000'
'5','331794','2008-03-01-00.00.00.0000'
'5','331796','2008-03-01-00.00.00.0000'
'5','331797','2008-03-01-00.00.00.0000'
'5','331798','2008-03-01-00.00.00.0000'
'5','331799','2008-03-01-00.00.00.0000'
'5','331800','2008-03-01-00.00.00.0000'
'5','331802','2008-03-01-00.00.00.0000'
'5','331803','2008-03-01-00.00.00.0000'
'5','331804','2008-03-01-00.00.00.0000'
'5','331805','2008-03-01-00.00.00.0000'
'5','331806','2008-03-01-00.00.00.0000'
'5','331808','2008-03-01-00.00.00.0000'
'5','331809','2008-03-01-00.00.00.0000'
'5','331810','2008-03-01-00.00.00.0000'
'5','331811','2008-03-01-00.00.00.0000'
'5','331812','2008-03-01-00.00.00.0000'
'5','331814','2008-03-01-00.00.00.0000'
'5','331815','2008-03-01-00.00.00.0000'
'5','331816','2008-03-01-00.00.00.0000'
'5','331817','2008-03-01-00.00.00.0000'
'5','331818','2008-03-01-00.00.00.0000'
'5','331820','2008-03-01-00.00.00.0000'
'5','331821','2008-03-01-00.00.00.0000'
'5','331822','2008-03-01-00.00.00.0000'
'5','331823','2008-03-01-00.00.00.0000'
'5','331824','2008-03-01-00.00.00.0000'
'5','331826','2008-03-01-00.00.00.0000'
'5','331827','2008-03-01-00.00.00.0000'
'5','331828','2008-03-01-00.00.00.0000'
'5','331829','2008-03-01-00.00.00.0000'
'5','331830','2008-03-01-00.00.00.0000'
'5','331832','2008-03-01-00.00.00.0000'
'5','331833','2008-03-01-00.00.00.0000'
'5','331834','2008-03-01-00.00.00.0000'
'5','331835','2008-03-01-00.00.00.0000'
'5','331836','2008-03-01-00.00.00.0000'
'5','331838','2008-03-01-00.00.00.0000'
'5','331839','2008-03-01-00.00.00.0000'
'5','331840','2008-03-01-00.00.00.0000'
'5','331841','2008-03-01-00.00.00.0000'
'5','331842','2008-03-01-00.00.00.0000'
'5','331844','2008-03-01-00.00.00.0000'
'5','331845','2008-03-01-00.00.00.0000'
'5','331846','2008-03-01-00.00.00.0000'
'5','331848','2008-03-01-00.00.00.0000'
'5','331849','2008-03-01-00.00.00.0000'
'5','331850','2008-03-01-00.00.00.0000'
'5','331852','2008-03-01-00.00.00.0000'
'5','331853','2008-03-01-00.00.00.0000'
'5','331854','2008-03-01-00.00.00.0000'
'5','331856','2008-03-01-00.00.00.0000'
'5','331857','2008-03-01-00.00.00.0000'
'5','331858','2008-03-01-00.00.00.0000'
'5','331860','2008-03-01-00.00.00.0000'
'5','331861','2008-03-01-00.00.00.0000'
'5','331862','2008-03-01-00.00.00.0000'
'5','331864','2008-03-01-00.00.00.0000'
'5','331865','2008-03-01-00.00.00.0000'
'5','331866','2008-03-01-00.00.00.0000'
'5','331868','2008-03-01-00.00.00.0000'
'5','331869','2008-03-01-00.00.00.0000'
'5','331870','2008-03-01-00.00.00.0000'
'5','331874','2008-03-01-00.00.00.0000'
'5','331875','2008-03-01-00.00.00.0000'
'5','331876','2008-03-01-00.00.00.0000'
'5','331880','2008-03-01-00.00.00.0000'
'5','331881','2008-03-01-00.00.00.0000'
'5','331882','2008-03-01-00.00.00.0000'
'5','331886','2008-03-01-00.00.00.0000'
'5','331887','2008-03-01-00.00.00.0000'
'5','331888','2008-03-01-00.00.00.0000'
'5','331892','2008-03-01-00.00.00.0000'
'5','331893','2008-03-01-00.00.00.0000'
'5','331894','2008-03-01-00.00.00.0000'
'5','331895','2008-03-01-00.00.00.0000'
'5','331896','2008-03-01-00.00.00.0000'
'5','331898','2008-03-01-00.00.00.0000'
'5','331899','2008-03-01-00.00.00.0000'
'5','331900','2008-03-01-00.00.00.0000'
'5','331901','2008-03-01-00.00.00.0000'
'5','331902','2008-03-01-00.00.00.0000'
'5','331904','2008-03-01-00.00.00.0000'
'5','331905','2008-03-01-00.00.00.0000'
'5','331906','2008-03-01-00.00.00.0000'
'5','331907','2008-03-01-00.00.00.0000'
'5','331908','2008-03-01-00.00.00.0000'
'5','331910','2008-03-01-00.00.00.0000'
'5','331911','2008-03-01-00.00.00.0000'
'5','331912','2008-03-01-00.00.00.0000'
'5','331913','2008-03-01-00.00.00.0000'
'5','331914','2008-03-01-00.00.00.0000'
'5','331916','2008-03-01-00.00.00.0000'
'5','331917','2008-03-01-00.00.00.0000'
'5','331918','2008-03-01-00.00.00.0000'
'5','331922','2008-03-01-00.00.00.0000'
'5','331923','2008-03-01-00.00.00.0000'
'5','331924','2008-03-01-00.00.00.0000'
'5','331928','2008-03-01-00.00.00.0000'
'5','331929','2008-03-01-00.00.00.0000'
'5','331930','2008-03-01-00.00.00.0000'
'5','331934','2008-03-01-00.00.00.0000'
'5','331935','2008-03-01-00.00.00.0000'
'5','331936','2008-03-01-00.00.00.0000'
'5','331940','2008-03-01-00.00.00.0000'
'5','331941','2008-03-01-00.00.00.0000'
'5','331942','2008-03-01-00.00.00.0000'
'5','331943','2008-03-01-00.00.00.0000'
'5','331944','2008-03-01-00.00.00.0000'
'5','331946','2008-03-01-00.00.00.0000'
'5','331947','2008-03-01-00.00.00.0000'
'5','331948','2008-03-01-00.00.00.0000'
'5','331949','2008-03-01-00.00.00.0000'
'5','331950','2008-03-01-00.00.00.0000'
'5','331952','2008-03-01-00.00.00.0000'
'5','331953','2008-03-01-00.00.00.0000'
'5','331954','2008-03-01-00.00.00.0000'
'5','331955','2008-03-01-00.00.00.0000'
'5','331956','2008-03-01-00.00.00.0000'
'5','331960','2008-03-01-00.00.00.0000'
'5','331961','2008-03-01-00.00.00.0000'
'5','331962','2008-03-01-00.00.00.0000'
'5','331963','2008-03-01-00.00.00.0000'
'5','331964','2008-03-01-00.00.00.0000'
'5','331968','2008-03-01-00.00.00.0000'
'5','331969','2008-03-01-00.00.00.0000'
'5','331970','2008-03-01-00.00.00.0000'
'5','331974','2008-03-01-00.00.00.0000'
'5','331975','2008-03-01-00.00.00.0000'
'5','331976','2008-03-01-00.00.00.0000'
'5','334100','2008-03-01-00.00.00.0000'
'5','334118','2008-03-01-00.00.00.0000'
'5','334136','2008-03-01-00.00.00.0000'
'5','334148','2008-03-01-00.00.00.0000'
'5','334160','2008-03-01-00.00.00.0000'
'5','334161','2008-03-01-00.00.00.0000'
'5','334162','2008-03-01-00.00.00.0000'
'5','334178','2008-03-01-00.00.00.0000'
'5','334179','2008-03-01-00.00.00.0000'
'5','334180','2008-03-01-00.00.00.0000'
'5','334196','2008-03-01-00.00.00.0000'
'5','334197','2008-03-01-00.00.00.0000'
'5','334198','2008-03-01-00.00.00.0000'
'5','334208','2008-03-01-00.00.00.0000'
'5','334209','2008-03-01-00.00.00.0000'
'5','334210','2008-03-01-00.00.00.0000'
'5','334220','2008-03-01-00.00.00.0000'
'5','334232','2008-03-01-00.00.00.0000'
'5','334244','2008-03-01-00.00.00.0000'
'5','334245','2008-03-01-00.00.00.0000'
'5','334246','2008-03-01-00.00.00.0000'
'5','334256','2008-03-01-00.00.00.0000'
'5','334257','2008-03-01-00.00.00.0000'
'5','334258','2008-03-01-00.00.00.0000'
'5','334268','2008-03-01-00.00.00.0000'
'5','334286','2008-03-01-00.00.00.0000'
'5','334304','2008-03-01-00.00.00.0000'
'5','334316','2008-03-01-00.00.00.0000'
'5','334328','2008-03-01-00.00.00.0000'
'5','334340','2008-03-01-00.00.00.0000'
'5','334600','2008-03-01-00.00.00.0000'
'5','334601','2008-03-01-00.00.00.0000'
'5','334602','2008-03-01-00.00.00.0000'
'5','334603','2008-03-01-00.00.00.0000'
'5','334604','2008-03-01-00.00.00.0000'
'5','334605','2008-03-01-00.00.00.0000'
'5','334606','2008-03-01-00.00.00.0000'
'5','334607','2008-03-01-00.00.00.0000'
'5','334608','2008-03-01-00.00.00.0000'
'5','334609','2008-03-01-00.00.00.0000'
'5','334610','2008-03-01-00.00.00.0000'
'5','334611','2008-03-01-00.00.00.0000'
'5','334612','2008-03-01-00.00.00.0000'
'5','334613','2008-03-01-00.00.00.0000'
'5','334614','2008-03-01-00.00.00.0000'
'5','334615','2008-03-01-00.00.00.0000'
'5','334616','2008-03-01-00.00.00.0000'
'5','334617','2008-03-01-00.00.00.0000'
'5','334618','2008-03-01-00.00.00.0000'
'5','334619','2008-03-01-00.00.00.0000'
'5','334620','2008-03-01-00.00.00.0000'
'5','334621','2008-03-01-00.00.00.0000'
'5','334622','2008-03-01-00.00.00.0000'
'5','334623','2008-03-01-00.00.00.0000'
'5','334624','2008-03-01-00.00.00.0000'
'5','334625','2008-03-01-00.00.00.0000'
'5','334626','2008-03-01-00.00.00.0000'
'5','334627','2008-03-01-00.00.00.0000'
'5','334628','2008-03-01-00.00.00.0000'
'5','334629','2008-03-01-00.00.00.0000'
'5','334630','2008-03-01-00.00.00.0000'
'5','334631','2008-03-01-00.00.00.0000'
'5','334632','2008-03-01-00.00.00.0000'
'5','334633','2008-03-01-00.00.00.0000'
'5','334634','2008-03-01-00.00.00.0000'
'5','334635','2008-03-01-00.00.00.0000'
'5','334636','2008-03-01-00.00.00.0000'
'5','334637','2008-03-01-00.00.00.0000'
'5','334638','2008-03-01-00.00.00.0000'
'5','334639','2008-03-01-00.00.00.0000'
'5','334640','2008-03-01-00.00.00.0000'
'5','334641','2008-03-01-00.00.00.0000'
'5','334642','2008-03-01-00.00.00.0000'
'5','334643','2008-03-01-00.00.00.0000'
'5','334644','2008-03-01-00.00.00.0000'
'5','334645','2008-03-01-00.00.00.0000'
'5','334646','2008-03-01-00.00.00.0000'
'5','334647','2008-03-01-00.00.00.0000'
'5','334648','2008-03-01-00.00.00.0000'
'5','334649','2008-03-01-00.00.00.0000'
'5','334650','2008-03-01-00.00.00.0000'
'5','334651','2008-03-01-00.00.00.0000'
'5','334652','2008-03-01-00.00.00.0000'
'5','334653','2008-03-01-00.00.00.0000'
'5','334654','2008-03-01-00.00.00.0000'
'5','334655','2008-03-01-00.00.00.0000'
'5','334656','2008-03-01-00.00.00.0000'
'5','334657','2008-03-01-00.00.00.0000'
'5','334658','2008-03-01-00.00.00.0000'
'5','334659','2008-03-01-00.00.00.0000'
'5','334660','2008-03-01-00.00.00.0000'
'5','334661','2008-03-01-00.00.00.0000'
'5','334662','2008-03-01-00.00.00.0000'
'5','334666','2008-03-01-00.00.00.0000'
'5','334667','2008-03-01-00.00.00.0000'
'5','334668','2008-03-01-00.00.00.0000'
'5','334672','2008-03-01-00.00.00.0000'
'5','334673','2008-03-01-00.00.00.0000'
'5','334674','2008-03-01-00.00.00.0000'
'5','334678','2008-03-01-00.00.00.0000'
'5','334679','2008-03-01-00.00.00.0000'
'5','334680','2008-03-01-00.00.00.0000'
'5','334684','2008-03-01-00.00.00.0000'
'5','334685','2008-03-01-00.00.00.0000'
'5','334686','2008-03-01-00.00.00.0000'
'5','334690','2008-03-01-00.00.00.0000'
'5','334691','2008-03-01-00.00.00.0000'
'5','334692','2008-03-01-00.00.00.0000'
'5','334696','2008-03-01-00.00.00.0000'
'5','334697','2008-03-01-00.00.00.0000'
'5','334698','2008-03-01-00.00.00.0000'
'5','334702','2008-03-01-00.00.00.0000'
'5','334703','2008-03-01-00.00.00.0000'
'5','334704','2008-03-01-00.00.00.0000'
'5','334708','2008-03-01-00.00.00.0000'
'5','334709','2008-03-01-00.00.00.0000'
'5','334710','2008-03-01-00.00.00.0000'
'5','334714','2008-03-01-00.00.00.0000'
'5','334715','2008-03-01-00.00.00.0000'
'5','334716','2008-03-01-00.00.00.0000'
'5','334720','2008-03-01-00.00.00.0000'
'5','334721','2008-03-01-00.00.00.0000'
'5','334722','2008-03-01-00.00.00.0000'
'5','334723','2008-03-01-00.00.00.0000'
'5','334724','2008-03-01-00.00.00.0000'
'5','334725','2008-03-01-00.00.00.0000'
'5','334726','2008-03-01-00.00.00.0000'
'5','334727','2008-03-01-00.00.00.0000'
'5','334728','2008-03-01-00.00.00.0000'
'5','334729','2008-03-01-00.00.00.0000'
'5','334730','2008-03-01-00.00.00.0000'
'5','334731','2008-03-01-00.00.00.0000'
'5','334732','2008-03-01-00.00.00.0000'
'5','334733','2008-03-01-00.00.00.0000'
'5','334734','2008-03-01-00.00.00.0000'
'5','334735','2008-03-01-00.00.00.0000'
'5','334736','2008-03-01-00.00.00.0000'
'5','334737','2008-03-01-00.00.00.0000'
'5','334738','2008-03-01-00.00.00.0000'
'5','334739','2008-03-01-00.00.00.0000'
'5','334740','2008-03-01-00.00.00.0000'
'5','334741','2008-03-01-00.00.00.0000'
'5','334742','2008-03-01-00.00.00.0000'
'5','334743','2008-03-01-00.00.00.0000'
'5','334744','2008-03-01-00.00.00.0000'
'5','334745','2008-03-01-00.00.00.0000'
'5','334746','2008-03-01-00.00.00.0000'
'5','334750','2008-03-01-00.00.00.0000'
'5','334751','2008-03-01-00.00.00.0000'
'5','334752','2008-03-01-00.00.00.0000'
'5','334756','2008-03-01-00.00.00.0000'
'5','334757','2008-03-01-00.00.00.0000'
'5','334758','2008-03-01-00.00.00.0000'
'5','334762','2008-03-01-00.00.00.0000'
'5','334763','2008-03-01-00.00.00.0000'
'5','334764','2008-03-01-00.00.00.0000'
'5','334768','2008-03-01-00.00.00.0000'
'5','334769','2008-03-01-00.00.00.0000'
'5','334770','2008-03-01-00.00.00.0000'
'5','334771','2008-03-01-00.00.00.0000'
'5','334772','2008-03-01-00.00.00.0000'
'5','334773','2008-03-01-00.00.00.0000'
'5','334774','2008-03-01-00.00.00.0000'
'5','334775','2008-03-01-00.00.00.0000'
'5','334776','2008-03-01-00.00.00.0000'
'5','334777','2008-03-01-00.00.00.0000'
'5','334778','2008-03-01-00.00.00.0000'
'5','334779','2008-03-01-00.00.00.0000'
'5','334780','2008-03-01-00.00.00.0000'
'5','334781','2008-03-01-00.00.00.0000'
'5','334782','2008-03-01-00.00.00.0000'
'5','334783','2008-03-01-00.00.00.0000'
'5','334784','2008-03-01-00.00.00.0000'
'5','334785','2008-03-01-00.00.00.0000'
'5','334786','2008-03-01-00.00.00.0000'
'5','334787','2008-03-01-00.00.00.0000'
'5','334788','2008-03-01-00.00.00.0000'
'5','334789','2008-03-01-00.00.00.0000'
'5','334790','2008-03-01-00.00.00.0000'
'5','334791','2008-03-01-00.00.00.0000'
'5','334792','2008-03-01-00.00.00.0000'
'5','334793','2008-03-01-00.00.00.0000'
'5','334794','2008-03-01-00.00.00.0000'
'5','334795','2008-03-01-00.00.00.0000'
'5','334796','2008-03-01-00.00.00.0000'
'5','334797','2008-03-01-00.00.00.0000'
'5','334798','2008-03-01-00.00.00.0000'
'5','334799','2008-03-01-00.00.00.0000'
'5','334800','2008-03-01-00.00.00.0000'
'5','334801','2008-03-01-00.00.00.0000'
'5','334802','2008-03-01-00.00.00.0000'
'5','334803','2008-03-01-00.00.00.0000'
'5','334804','2008-03-01-00.00.00.0000'
'5','334805','2008-03-01-00.00.00.0000'
'5','334806','2008-03-01-00.00.00.0000'
'5','334807','2008-03-01-00.00.00.0000'
'5','334808','2008-03-01-00.00.00.0000'
'5','334809','2008-03-01-00.00.00.0000'
'5','334810','2008-03-01-00.00.00.0000'
'5','334811','2008-03-01-00.00.00.0000'
'5','334812','2008-03-01-00.00.00.0000'
'5','334813','2008-03-01-00.00.00.0000'
'5','334814','2008-03-01-00.00.00.0000'
'5','334815','2008-03-01-00.00.00.0000'
'5','334816','2008-03-01-00.00.00.0000'
'5','334817','2008-03-01-00.00.00.0000'
'5','334818','2008-03-01-00.00.00.0000'
'5','334819','2008-03-01-00.00.00.0000'
'5','334820','2008-03-01-00.00.00.0000'
'5','334821','2008-03-01-00.00.00.0000'
'5','334822','2008-03-01-00.00.00.0000'
'5','334823','2008-03-01-00.00.00.0000'
'5','334824','2008-03-01-00.00.00.0000'
'5','334825','2008-03-01-00.00.00.0000'
'5','334826','2008-03-01-00.00.00.0000'
'5','334827','2008-03-01-00.00.00.0000'
'5','334828','2008-03-01-00.00.00.0000'
'5','334829','2008-03-01-00.00.00.0000'
'5','334830','2008-03-01-00.00.00.0000'
'5','334831','2008-03-01-00.00.00.0000'
'5','334832','2008-03-01-00.00.00.0000'
'5','334833','2008-03-01-00.00.00.0000'
'5','334834','2008-03-01-00.00.00.0000'
'5','334835','2008-03-01-00.00.00.0000'
'5','334836','2008-03-01-00.00.00.0000'
'5','334837','2008-03-01-00.00.00.0000'
'5','334838','2008-03-01-00.00.00.0000'
'5','334839','2008-03-01-00.00.00.0000'
'5','334840','2008-03-01-00.00.00.0000'
'5','334841','2008-03-01-00.00.00.0000'
'5','334842','2008-03-01-00.00.00.0000'
'5','334843','2008-03-01-00.00.00.0000'
'5','334844','2008-03-01-00.00.00.0000'
'5','334845','2008-03-01-00.00.00.0000'
'5','334846','2008-03-01-00.00.00.0000'
'5','334847','2008-03-01-00.00.00.0000'
'5','334848','2008-03-01-00.00.00.0000'
'5','334849','2008-03-01-00.00.00.0000'
'5','334850','2008-03-01-00.00.00.0000'
'5','334851','2008-03-01-00.00.00.0000'
'5','342100','2008-03-01-00.00.00.0000'
'5','342112','2008-03-01-00.00.00.0000'
'5','342124','2008-03-01-00.00.00.0000'
'5','342125','2008-03-01-00.00.00.0000'
'5','342126','2008-03-01-00.00.00.0000'
'5','342136','2008-03-01-00.00.00.0000'
'5','342148','2008-03-01-00.00.00.0000'
'5','342600','2008-03-01-00.00.00.0000'
'5','342601','2008-03-01-00.00.00.0000'
'5','342602','2008-03-01-00.00.00.0000'
'5','342603','2008-03-01-00.00.00.0000'
'5','342604','2008-03-01-00.00.00.0000'
'5','342605','2008-03-01-00.00.00.0000'
'5','342606','2008-03-01-00.00.00.0000'
'5','342607','2008-03-01-00.00.00.0000'
'5','342608','2008-03-01-00.00.00.0000'
'5','342609','2008-03-01-00.00.00.0000'
'5','342610','2008-03-01-00.00.00.0000'
'5','342611','2008-03-01-00.00.00.0000'
'5','342612','2008-03-01-00.00.00.0000'
'5','342613','2008-03-01-00.00.00.0000'
'5','342614','2008-03-01-00.00.00.0000'
'5','342615','2008-03-01-00.00.00.0000'
'5','342616','2008-03-01-00.00.00.0000'
'5','342617','2008-03-01-00.00.00.0000'
'5','342618','2008-03-01-00.00.00.0000'
'5','342619','2008-03-01-00.00.00.0000'
'5','342620','2008-03-01-00.00.00.0000'
'5','342621','2008-03-01-00.00.00.0000'
'5','342622','2008-03-01-00.00.00.0000'
'5','342623','2008-03-01-00.00.00.0000'
'5','342624','2008-03-01-00.00.00.0000'
'5','342625','2008-03-01-00.00.00.0000'
'5','342626','2008-03-01-00.00.00.0000'
'5','342630','2008-03-01-00.00.00.0000'
'5','342631','2008-03-01-00.00.00.0000'
'5','342632','2008-03-01-00.00.00.0000'
'5','342636','2008-03-01-00.00.00.0000'
'5','342637','2008-03-01-00.00.00.0000'
'5','342638','2008-03-01-00.00.00.0000'
'5','342639','2008-03-01-00.00.00.0000'
'5','342640','2008-03-01-00.00.00.0000'
'5','342641','2008-03-01-00.00.00.0000'
'5','342642','2008-03-01-00.00.00.0000'
'5','342643','2008-03-01-00.00.00.0000'
'5','342644','2008-03-01-00.00.00.0000'
'5','342645','2008-03-01-00.00.00.0000'
'5','342646','2008-03-01-00.00.00.0000'
'5','342647','2008-03-01-00.00.00.0000'
'5','342648','2008-03-01-00.00.00.0000'
'5','342649','2008-03-01-00.00.00.0000'
'5','342650','2008-03-01-00.00.00.0000'
'5','342651','2008-03-01-00.00.00.0000'
'5','342652','2008-03-01-00.00.00.0000'
'5','342653','2008-03-01-00.00.00.0000'
'5','342654','2008-03-01-00.00.00.0000'
'5','342655','2008-03-01-00.00.00.0000'
'5','342656','2008-03-01-00.00.00.0000'
'5','342657','2008-03-01-00.00.00.0000'
'5','342658','2008-03-01-00.00.00.0000'
'5','342659','2008-03-01-00.00.00.0000'
'1','101024','2009-02-01-00.00.00.0000'
'1','101060','2009-02-01-00.00.00.0000'
'1','112001','2009-02-01-00.00.00.0000'
'1','112023','2009-02-01-00.00.00.0000'
'1','112025','2009-02-01-00.00.00.0000'
'1','112033','2009-02-01-00.00.00.0000'
'1','112035','2009-02-01-00.00.00.0000'
'1','112041','2009-02-01-00.00.00.0000'
'1','112043','2009-02-01-00.00.00.0000'
'1','112051','2009-02-01-00.00.00.0000'
'1','112061','2009-02-01-00.00.00.0000'
'1','112063','2009-02-01-00.00.00.0000'
'1','112065','2009-02-01-00.00.00.0000'
'1','112121','2009-02-01-00.00.00.0000'
'1','112123','2009-02-01-00.00.00.0000'
'1','112125','2009-02-01-00.00.00.0000'
'1','112131','2009-02-01-00.00.00.0000'
'1','112133','2009-02-01-00.00.00.0000'
'1','112135','2009-02-01-00.00.00.0000'
'1','112141','2009-02-01-00.00.00.0000'
'1','112143','2009-02-01-00.00.00.0000'
'1','112145','2009-02-01-00.00.00.0000'
'1','112153','2009-02-01-00.00.00.0000'
'1','112155','2009-02-01-00.00.00.0000'
'1','112161','2009-02-01-00.00.00.0000'
'1','112163','2009-02-01-00.00.00.0000'
'1','112165','2009-02-01-00.00.00.0000'
'1','112171','2009-02-01-00.00.00.0000'
'1','112173','2009-02-01-00.00.00.0000'
'1','112175','2009-02-01-00.00.00.0000'
'1','112181','2009-02-01-00.00.00.0000'
'1','112183','2009-02-01-00.00.00.0000'
'1','112185','2009-02-01-00.00.00.0000'
'1','112191','2009-02-01-00.00.00.0000'
'1','112193','2009-02-01-00.00.00.0000'
'1','112195','2009-02-01-00.00.00.0000'
'1','112211','2009-02-01-00.00.00.0000'
'1','112223','2009-02-01-00.00.00.0000'
'1','112225','2009-02-01-00.00.00.0000'
