hatKennzeichnung,gehoertZuTatbestandBE
'13','331210','2008-03-01-00.00.00.0000'
'13','331210','2009-02-01-00.00.00.0000'
'13','331226','2002-01-01-00.00.00.0000'
'13','331226','2007-03-01-00.00.00.0000'
'13','331226','2008-03-01-00.00.00.0000'
'13','331226','2009-02-01-00.00.00.0000'
'13','331226','2009-09-01-00.00.00.0000'
'13','331226','2009-09-03-00.00.00.0000'
'13','331227','2002-01-01-00.00.00.0000'
'13','331227','2007-03-01-00.00.00.0000'
'13','331227','2008-03-01-00.00.00.0000'
'13','331227','2009-02-01-00.00.00.0000'
'13','331227','2009-09-01-00.00.00.0000'
'13','331227','2009-09-03-00.00.00.0000'
'13','331228','2002-01-01-00.00.00.0000'
'13','331228','2007-03-01-00.00.00.0000'
'13','331228','2008-03-01-00.00.00.0000'
'13','331228','2009-02-01-00.00.00.0000'
'13','331228','2009-09-01-00.00.00.0000'
'13','331228','2009-09-03-00.00.00.0000'
'13','331238','2002-01-01-00.00.00.0000'
'13','331238','2007-03-01-00.00.00.0000'
'13','331238','2008-03-01-00.00.00.0000'
'13','331238','2009-02-01-00.00.00.0000'
'13','331239','2002-01-01-00.00.00.0000'
'13','331239','2007-03-01-00.00.00.0000'
'13','331239','2008-03-01-00.00.00.0000'
'13','331239','2009-02-01-00.00.00.0000'
'13','331240','2002-01-01-00.00.00.0000'
'13','331240','2007-03-01-00.00.00.0000'
'13','331240','2008-03-01-00.00.00.0000'
'13','331240','2009-02-01-00.00.00.0000'
'13','331248','2002-01-01-00.00.00.0000'
'13','331248','2007-03-01-00.00.00.0000'
'13','331248','2008-03-01-00.00.00.0000'
'13','331248','2009-02-01-00.00.00.0000'
'13','331260','2002-01-01-00.00.00.0000'
'13','331260','2007-03-01-00.00.00.0000'
'13','331260','2008-03-01-00.00.00.0000'
'13','331260','2009-02-01-00.00.00.0000'
'13','331272','2002-01-01-00.00.00.0000'
'13','331272','2007-03-01-00.00.00.0000'
'13','331272','2008-03-01-00.00.00.0000'
'13','331272','2009-02-01-00.00.00.0000'
'13','331273','2002-01-01-00.00.00.0000'
'13','331273','2007-03-01-00.00.00.0000'
'13','331273','2008-03-01-00.00.00.0000'
'13','331273','2009-02-01-00.00.00.0000'
'13','331274','2002-01-01-00.00.00.0000'
'13','331274','2007-03-01-00.00.00.0000'
'13','331274','2008-03-01-00.00.00.0000'
'13','331274','2009-02-01-00.00.00.0000'
'13','331284','2002-01-01-00.00.00.0000'
'13','331284','2007-03-01-00.00.00.0000'
'13','331284','2008-03-01-00.00.00.0000'
'13','331284','2009-02-01-00.00.00.0000'
'13','331285','2002-01-01-00.00.00.0000'
'13','331285','2007-03-01-00.00.00.0000'
'13','331285','2008-03-01-00.00.00.0000'
'13','331285','2009-02-01-00.00.00.0000'
'13','331286','2002-01-01-00.00.00.0000'
'13','331286','2007-03-01-00.00.00.0000'
'13','331286','2008-03-01-00.00.00.0000'
'13','331286','2009-02-01-00.00.00.0000'
'13','331296','2002-01-01-00.00.00.0000'
'13','331296','2007-03-01-00.00.00.0000'
'13','331296','2008-03-01-00.00.00.0000'
'13','331296','2009-02-01-00.00.00.0000'
'13','331308','2002-01-01-00.00.00.0000'
'13','331308','2007-03-01-00.00.00.0000'
'13','331308','2008-03-01-00.00.00.0000'
'13','331308','2009-02-01-00.00.00.0000'
'13','331320','2002-01-01-00.00.00.0000'
'13','331320','2007-03-01-00.00.00.0000'
'13','331320','2008-03-01-00.00.00.0000'
'13','331320','2009-02-01-00.00.00.0000'
'13','331321','2002-01-01-00.00.00.0000'
'13','331321','2007-03-01-00.00.00.0000'
'13','331321','2008-03-01-00.00.00.0000'
'13','331321','2009-02-01-00.00.00.0000'
'13','331322','2002-01-01-00.00.00.0000'
'13','331322','2007-03-01-00.00.00.0000'
'13','331322','2008-03-01-00.00.00.0000'
'13','331322','2009-02-01-00.00.00.0000'
'13','331506','2004-04-01-00.00.00.0000'
'13','331506','2006-05-01-00.00.00.0000'
'13','331506','2007-03-01-00.00.00.0000'
'13','331506','2009-02-01-00.00.00.0000'
'13','331512','2004-04-01-00.00.00.0000'
'13','331512','2006-05-01-00.00.00.0000'
'13','331512','2007-03-01-00.00.00.0000'
'13','331512','2009-02-01-00.00.00.0000'
'13','331600','2002-01-01-00.00.00.0000'
'13','331600','2004-04-01-00.00.00.0000'
'13','331600','2007-03-01-00.00.00.0000'
'13','331600','2009-02-01-00.00.00.0000'
'13','331601','2004-04-01-00.00.00.0000'
'13','331601','2007-03-01-00.00.00.0000'
'13','331601','2009-02-01-00.00.00.0000'
'13','331602','2004-04-01-00.00.00.0000'
'13','331602','2007-03-01-00.00.00.0000'
'13','331602','2009-02-01-00.00.00.0000'
'13','331606','2002-01-01-00.00.00.0000'
'13','331606','2004-04-01-00.00.00.0000'
'13','331606','2007-03-01-00.00.00.0000'
'13','331606','2009-02-01-00.00.00.0000'
'13','331607','2004-04-01-00.00.00.0000'
'13','331607','2007-03-01-00.00.00.0000'
'13','331607','2009-02-01-00.00.00.0000'
'13','331608','2004-04-01-00.00.00.0000'
'13','331608','2007-03-01-00.00.00.0000'
'13','331608','2009-02-01-00.00.00.0000'
'13','331609','2006-08-01-00.00.00.0000'
'13','331609','2008-03-01-00.00.00.0000'
'13','331609','2009-02-01-00.00.00.0000'
'13','331609','2009-09-01-00.00.00.0000'
'13','331609','2009-09-03-00.00.00.0000'
'13','331610','2006-08-01-00.00.00.0000'
'13','331610','2008-03-01-00.00.00.0000'
'13','331610','2009-02-01-00.00.00.0000'
'13','331610','2009-09-01-00.00.00.0000'
'13','331610','2009-09-03-00.00.00.0000'
'13','331611','2006-08-01-00.00.00.0000'
'13','331611','2008-03-01-00.00.00.0000'
'13','331611','2009-02-01-00.00.00.0000'
'13','331611','2009-09-01-00.00.00.0000'
'13','331611','2009-09-03-00.00.00.0000'
'13','331612','2002-01-01-00.00.00.0000'
'13','331612','2004-04-01-00.00.00.0000'
'13','331612','2007-03-01-00.00.00.0000'
'13','331612','2009-02-01-00.00.00.0000'
'13','331613','2004-04-01-00.00.00.0000'
'13','331613','2007-03-01-00.00.00.0000'
'13','331613','2009-02-01-00.00.00.0000'
'13','331614','2004-04-01-00.00.00.0000'
'13','331614','2007-03-01-00.00.00.0000'
'13','331614','2009-02-01-00.00.00.0000'
'13','331615','2006-08-01-00.00.00.0000'
'13','331615','2008-03-01-00.00.00.0000'
'13','331615','2009-02-01-00.00.00.0000'
'13','331615','2009-09-01-00.00.00.0000'
'13','331615','2009-09-03-00.00.00.0000'
'13','331616','2006-08-01-00.00.00.0000'
'13','331616','2008-03-01-00.00.00.0000'
'13','331616','2009-02-01-00.00.00.0000'
'13','331616','2009-09-01-00.00.00.0000'
'13','331616','2009-09-03-00.00.00.0000'
'13','331617','2006-08-01-00.00.00.0000'
'13','331617','2008-03-01-00.00.00.0000'
'13','331617','2009-02-01-00.00.00.0000'
'13','331617','2009-09-01-00.00.00.0000'
'13','331617','2009-09-03-00.00.00.0000'
'13','331618','2002-01-01-00.00.00.0000'
'13','331618','2004-04-01-00.00.00.0000'
'13','331618','2006-05-01-00.00.00.0000'
'13','331618','2008-03-01-00.00.00.0000'
'13','331618','2009-02-01-00.00.00.0000'
'13','331619','2004-04-01-00.00.00.0000'
'13','331619','2006-05-01-00.00.00.0000'
'13','331619','2007-03-01-00.00.00.0000'
'13','331619','2008-03-01-00.00.00.0000'
'13','331619','2009-02-01-00.00.00.0000'
'13','331620','2004-04-01-00.00.00.0000'
'13','331620','2006-05-01-00.00.00.0000'
'13','331620','2008-03-01-00.00.00.0000'
'13','331620','2009-02-01-00.00.00.0000'
'13','331621','2006-08-01-00.00.00.0000'
'13','331621','2008-03-01-00.00.00.0000'
'13','331621','2009-02-01-00.00.00.0000'
'13','331622','2006-08-01-00.00.00.0000'
'13','331622','2008-03-01-00.00.00.0000'
'13','331622','2009-02-01-00.00.00.0000'
'13','331623','2006-08-01-00.00.00.0000'
'13','331623','2008-03-01-00.00.00.0000'
'13','331623','2009-02-01-00.00.00.0000'
'13','331624','2002-01-01-00.00.00.0000'
'13','331624','2004-04-01-00.00.00.0000'
'13','331624','2006-05-01-00.00.00.0000'
'13','331624','2008-03-01-00.00.00.0000'
'13','331624','2009-02-01-00.00.00.0000'
'13','331625','2004-04-01-00.00.00.0000'
'13','331625','2006-05-01-00.00.00.0000'
'13','331625','2008-03-01-00.00.00.0000'
'13','331625','2009-02-01-00.00.00.0000'
'13','331626','2004-04-01-00.00.00.0000'
'13','331626','2006-05-01-00.00.00.0000'
'13','331626','2008-03-01-00.00.00.0000'
'13','331626','2009-02-01-00.00.00.0000'
'13','331630','2002-01-01-00.00.00.0000'
'13','331630','2004-04-01-00.00.00.0000'
'13','331630','2008-03-01-00.00.00.0000'
'13','331630','2009-02-01-00.00.00.0000'
'13','331631','2004-04-01-00.00.00.0000'
'13','331631','2008-03-01-00.00.00.0000'
'13','331631','2009-02-01-00.00.00.0000'
'13','331632','2004-04-01-00.00.00.0000'
'13','331632','2008-03-01-00.00.00.0000'
'13','331632','2009-02-01-00.00.00.0000'
'13','331660','2002-01-01-00.00.00.0000'
'13','331660','2006-05-01-00.00.00.0000'
'13','331660','2007-03-01-00.00.00.0000'
'13','331660','2008-03-01-00.00.00.0000'
'13','331660','2009-02-01-00.00.00.0000'
'13','331666','2002-01-01-00.00.00.0000'
'13','331666','2006-05-01-00.00.00.0000'
'13','331666','2007-03-01-00.00.00.0000'
'13','331666','2008-03-01-00.00.00.0000'
'13','331666','2009-02-01-00.00.00.0000'
'13','331672','2002-01-01-00.00.00.0000'
'13','331672','2006-05-01-00.00.00.0000'
'13','331672','2007-03-01-00.00.00.0000'
'13','331672','2008-03-01-00.00.00.0000'
'13','331672','2009-02-01-00.00.00.0000'
'13','331678','2002-01-01-00.00.00.0000'
'13','331678','2006-05-01-00.00.00.0000'
'13','331678','2008-03-01-00.00.00.0000'
'13','331678','2009-02-01-00.00.00.0000'
'13','331684','2002-01-01-00.00.00.0000'
'13','331684','2008-03-01-00.00.00.0000'
'13','331684','2009-02-01-00.00.00.0000'
'13','331690','2002-01-01-00.00.00.0000'
'13','331690','2006-05-01-00.00.00.0000'
'13','331690','2007-03-01-00.00.00.0000'
'13','331690','2008-03-01-00.00.00.0000'
'13','331690','2009-02-01-00.00.00.0000'
'13','331696','2002-01-01-00.00.00.0000'
'13','331696','2006-05-01-00.00.00.0000'
'13','331696','2007-03-01-00.00.00.0000'
'13','331696','2009-02-01-00.00.00.0000'
'13','331702','2002-01-01-00.00.00.0000'
'13','331702','2004-04-01-00.00.00.0000'
'13','331702','2007-03-01-00.00.00.0000'
'13','331702','2009-02-01-00.00.00.0000'
'13','331702','2009-09-01-00.00.00.0000'
'13','331702','2009-09-03-00.00.00.0000'
'13','331703','2004-04-01-00.00.00.0000'
'13','331703','2007-03-01-00.00.00.0000'
'13','331703','2009-02-01-00.00.00.0000'
'13','331703','2009-09-01-00.00.00.0000'
'13','331703','2009-09-03-00.00.00.0000'
'13','331704','2004-04-01-00.00.00.0000'
'13','331704','2006-05-01-00.00.00.0000'
'13','331704','2007-03-01-00.00.00.0000'
'13','331704','2009-02-01-00.00.00.0000'
'13','331704','2009-09-01-00.00.00.0000'
'13','331704','2009-09-03-00.00.00.0000'
'13','331708','2002-01-01-00.00.00.0000'
'13','331708','2004-04-01-00.00.00.0000'
'13','331708','2007-03-01-00.00.00.0000'
'13','331708','2009-02-01-00.00.00.0000'
'13','331708','2009-09-01-00.00.00.0000'
'13','331708','2009-09-03-00.00.00.0000'
'13','331709','2004-04-01-00.00.00.0000'
'13','331709','2007-03-01-00.00.00.0000'
'13','331709','2009-02-01-00.00.00.0000'
'13','331709','2009-09-01-00.00.00.0000'
'13','331709','2009-09-03-00.00.00.0000'
'13','331710','2004-04-01-00.00.00.0000'
'13','331710','2007-03-01-00.00.00.0000'
'13','331710','2009-02-01-00.00.00.0000'
'13','331710','2009-09-01-00.00.00.0000'
'13','331710','2009-09-03-00.00.00.0000'
'13','331714','2002-01-01-00.00.00.0000'
'13','331714','2004-04-01-00.00.00.0000'
'13','331714','2007-03-01-00.00.00.0000'
'13','331714','2009-02-01-00.00.00.0000'
'13','331715','2004-04-01-00.00.00.0000'
'13','331715','2007-03-01-00.00.00.0000'
'13','331715','2009-02-01-00.00.00.0000'
'13','331716','2004-04-01-00.00.00.0000'
'13','331716','2007-03-01-00.00.00.0000'
'13','331716','2009-02-01-00.00.00.0000'
'13','331720','2002-01-01-00.00.00.0000'
'13','331720','2004-04-01-00.00.00.0000'
'13','331720','2007-03-01-00.00.00.0000'
'13','331720','2009-02-01-00.00.00.0000'
'13','331720','2009-09-01-00.00.00.0000'
'13','331720','2009-09-03-00.00.00.0000'
'13','331721','2004-04-01-00.00.00.0000'
'13','331721','2007-03-01-00.00.00.0000'
'13','331721','2009-02-01-00.00.00.0000'
'13','331721','2009-09-01-00.00.00.0000'
'13','331721','2009-09-03-00.00.00.0000'
'13','331722','2004-04-01-00.00.00.0000'
'13','331722','2007-03-01-00.00.00.0000'
'13','331722','2009-02-01-00.00.00.0000'
'13','331722','2009-09-01-00.00.00.0000'
'13','331722','2009-09-03-00.00.00.0000'
'13','331726','2002-01-01-00.00.00.0000'
'13','331726','2004-04-01-00.00.00.0000'
'13','331726','2007-03-01-00.00.00.0000'
'13','331726','2009-02-01-00.00.00.0000'
'13','331726','2009-09-01-00.00.00.0000'
'13','331726','2009-09-03-00.00.00.0000'
'13','331727','2004-04-01-00.00.00.0000'
'13','331727','2007-03-01-00.00.00.0000'
'13','331727','2009-02-01-00.00.00.0000'
'13','331727','2009-09-01-00.00.00.0000'
'13','331727','2009-09-03-00.00.00.0000'
'13','331728','2004-04-01-00.00.00.0000'
'13','331728','2007-03-01-00.00.00.0000'
'13','331728','2009-02-01-00.00.00.0000'
'13','331728','2009-09-01-00.00.00.0000'
'13','331728','2009-09-03-00.00.00.0000'
'13','331732','2002-01-01-00.00.00.0000'
'13','331732','2004-04-01-00.00.00.0000'
'13','331732','2007-03-01-00.00.00.0000'
'13','331732','2009-02-01-00.00.00.0000'
'13','331733','2004-04-01-00.00.00.0000'
'13','331733','2007-03-01-00.00.00.0000'
'13','331733','2009-02-01-00.00.00.0000'
'13','331734','2004-04-01-00.00.00.0000'
'13','331734','2007-03-01-00.00.00.0000'
'13','331734','2009-02-01-00.00.00.0000'
'13','331738','2002-01-01-00.00.00.0000'
'13','331738','2004-04-01-00.00.00.0000'
'13','331738','2007-03-01-00.00.00.0000'
'13','331738','2009-02-01-00.00.00.0000'
'13','331738','2009-09-01-00.00.00.0000'
'13','331738','2009-09-03-00.00.00.0000'
'13','331739','2004-04-01-00.00.00.0000'
'13','331739','2007-03-01-00.00.00.0000'
'13','331739','2009-02-01-00.00.00.0000'
'13','331739','2009-09-01-00.00.00.0000'
'13','331739','2009-09-03-00.00.00.0000'
'13','331740','2004-04-01-00.00.00.0000'
'13','331740','2007-03-01-00.00.00.0000'
'13','331740','2009-02-01-00.00.00.0000'
'13','331740','2009-09-01-00.00.00.0000'
'13','331740','2009-09-03-00.00.00.0000'
'13','331742','2002-01-01-00.00.00.0000'
'13','331742','2004-04-01-00.00.00.0000'
'13','331742','2007-03-01-00.00.00.0000'
'13','331742','2009-02-01-00.00.00.0000'
'13','331742','2009-09-01-00.00.00.0000'
'13','331742','2009-09-03-00.00.00.0000'
'13','331743','2004-04-01-00.00.00.0000'
'13','331743','2007-03-01-00.00.00.0000'
'13','331743','2009-02-01-00.00.00.0000'
'13','331743','2009-09-01-00.00.00.0000'
'13','331743','2009-09-03-00.00.00.0000'
'13','331744','2004-04-01-00.00.00.0000'
'13','331744','2007-03-01-00.00.00.0000'
'13','331744','2009-02-01-00.00.00.0000'
'13','331744','2009-09-01-00.00.00.0000'
'13','331744','2009-09-03-00.00.00.0000'
'13','331745','2004-04-01-00.00.00.0000'
'13','331745','2007-03-01-00.00.00.0000'
'13','331745','2009-02-01-00.00.00.0000'
'13','331746','2004-04-01-00.00.00.0000'
'13','331746','2007-03-01-00.00.00.0000'
'13','331746','2009-02-01-00.00.00.0000'
'13','331747','2004-04-01-00.00.00.0000'
'13','331747','2007-03-01-00.00.00.0000'
'13','331747','2009-02-01-00.00.00.0000'
'13','331754','2002-01-01-00.00.00.0000'
'13','331754','2004-04-01-00.00.00.0000'
'13','331754','2006-05-01-00.00.00.0000'
'13','331754','2007-03-01-00.00.00.0000'
'13','331754','2008-03-01-00.00.00.0000'
'13','331754','2009-02-01-00.00.00.0000'
'13','331755','2004-04-01-00.00.00.0000'
'13','331755','2006-05-01-00.00.00.0000'
'13','331755','2007-03-01-00.00.00.0000'
'13','331755','2008-03-01-00.00.00.0000'
'13','331755','2009-02-01-00.00.00.0000'
'13','331756','2007-03-01-00.00.00.0000'
'13','331756','2008-03-01-00.00.00.0000'
'13','331756','2009-02-01-00.00.00.0000'
'13','331760','2002-01-01-00.00.00.0000'
'13','331760','2004-04-01-00.00.00.0000'
'13','331760','2006-05-01-00.00.00.0000'
'13','331760','2007-03-01-00.00.00.0000'
'13','331760','2008-03-01-00.00.00.0000'
'13','331760','2009-02-01-00.00.00.0000'
'13','331761','2004-04-01-00.00.00.0000'
'13','331761','2006-05-01-00.00.00.0000'
'13','331761','2007-03-01-00.00.00.0000'
'13','331761','2008-03-01-00.00.00.0000'
'13','331761','2009-02-01-00.00.00.0000'
'13','331762','2007-03-01-00.00.00.0000'
'13','331762','2008-03-01-00.00.00.0000'
'13','331762','2009-02-01-00.00.00.0000'
'13','331766','2002-01-01-00.00.00.0000'
'13','331766','2004-04-01-00.00.00.0000'
'13','331766','2006-05-01-00.00.00.0000'
'13','331766','2007-03-01-00.00.00.0000'
'13','331766','2008-03-01-00.00.00.0000'
'13','331766','2009-02-01-00.00.00.0000'
'13','331767','2004-04-01-00.00.00.0000'
'13','331767','2006-05-01-00.00.00.0000'
'13','331767','2007-03-01-00.00.00.0000'
'13','331767','2008-03-01-00.00.00.0000'
'13','331767','2009-02-01-00.00.00.0000'
'13','331768','2007-03-01-00.00.00.0000'
'13','331768','2008-03-01-00.00.00.0000'
'13','331768','2009-02-01-00.00.00.0000'
'13','331784','2002-01-01-00.00.00.0000'
'13','331784','2007-03-01-00.00.00.0000'
'13','331784','2008-03-01-00.00.00.0000'
'13','331784','2009-02-01-00.00.00.0000'
'13','331785','2002-01-01-00.00.00.0000'
'13','331785','2007-03-01-00.00.00.0000'
'13','331785','2008-03-01-00.00.00.0000'
'13','331785','2009-02-01-00.00.00.0000'
'13','331786','2002-01-01-00.00.00.0000'
'13','331786','2007-03-01-00.00.00.0000'
'13','331786','2008-03-01-00.00.00.0000'
'13','331786','2009-02-01-00.00.00.0000'
'13','331787','2002-01-01-00.00.00.0000'
'13','331787','2007-03-01-00.00.00.0000'
'13','331787','2008-03-01-00.00.00.0000'
'13','331787','2009-02-01-00.00.00.0000'
'13','331788','2002-01-01-00.00.00.0000'
'13','331788','2007-03-01-00.00.00.0000'
'13','331788','2008-03-01-00.00.00.0000'
'13','331788','2009-02-01-00.00.00.0000'
'13','331790','2002-01-01-00.00.00.0000'
'13','331790','2007-03-01-00.00.00.0000'
'13','331790','2008-03-01-00.00.00.0000'
'13','331790','2009-02-01-00.00.00.0000'
'13','331791','2002-01-01-00.00.00.0000'
'13','331791','2007-03-01-00.00.00.0000'
'13','331791','2008-03-01-00.00.00.0000'
'13','331791','2009-02-01-00.00.00.0000'
'13','331792','2002-01-01-00.00.00.0000'
'13','331792','2007-03-01-00.00.00.0000'
'13','331792','2008-03-01-00.00.00.0000'
'13','331792','2009-02-01-00.00.00.0000'
'13','331793','2002-01-01-00.00.00.0000'
'13','331793','2007-03-01-00.00.00.0000'
'13','331793','2008-03-01-00.00.00.0000'
'13','331793','2009-02-01-00.00.00.0000'
'13','331794','2002-01-01-00.00.00.0000'
'13','331794','2007-03-01-00.00.00.0000'
'13','331794','2008-03-01-00.00.00.0000'
'13','331794','2009-02-01-00.00.00.0000'
'13','331796','2002-01-01-00.00.00.0000'
'13','331796','2007-03-01-00.00.00.0000'
'13','331796','2008-03-01-00.00.00.0000'
'13','331796','2009-02-01-00.00.00.0000'
'13','331797','2002-01-01-00.00.00.0000'
'13','331797','2007-03-01-00.00.00.0000'
'13','331797','2008-03-01-00.00.00.0000'
'13','331797','2009-02-01-00.00.00.0000'
'13','331798','2002-01-01-00.00.00.0000'
'13','331798','2007-03-01-00.00.00.0000'
'13','331798','2008-03-01-00.00.00.0000'
'13','331798','2009-02-01-00.00.00.0000'
'13','331799','2002-01-01-00.00.00.0000'
'13','331799','2007-03-01-00.00.00.0000'
'13','331799','2008-03-01-00.00.00.0000'
'13','331799','2009-02-01-00.00.00.0000'
'13','331800','2002-01-01-00.00.00.0000'
'13','331800','2007-03-01-00.00.00.0000'
'13','331800','2008-03-01-00.00.00.0000'
'13','331800','2009-02-01-00.00.00.0000'
'13','331802','2002-01-01-00.00.00.0000'
'13','331802','2007-03-01-00.00.00.0000'
'13','331802','2008-03-01-00.00.00.0000'
'13','331802','2009-02-01-00.00.00.0000'
'13','331803','2002-01-01-00.00.00.0000'
'13','331803','2007-03-01-00.00.00.0000'
'13','331803','2008-03-01-00.00.00.0000'
'13','331803','2009-02-01-00.00.00.0000'
'13','331804','2002-01-01-00.00.00.0000'
'13','331804','2007-03-01-00.00.00.0000'
'13','331804','2008-03-01-00.00.00.0000'
'13','331804','2009-02-01-00.00.00.0000'
'13','331805','2002-01-01-00.00.00.0000'
'13','331805','2007-03-01-00.00.00.0000'
'13','331805','2008-03-01-00.00.00.0000'
'13','331805','2009-02-01-00.00.00.0000'
'13','331806','2002-01-01-00.00.00.0000'
'13','331806','2007-03-01-00.00.00.0000'
'13','331806','2008-03-01-00.00.00.0000'
'13','331806','2009-02-01-00.00.00.0000'
'13','331808','2002-01-01-00.00.00.0000'
'13','331808','2007-03-01-00.00.00.0000'
'13','331808','2008-03-01-00.00.00.0000'
'13','331808','2009-02-01-00.00.00.0000'
'13','331809','2002-01-01-00.00.00.0000'
'13','331809','2007-03-01-00.00.00.0000'
'13','331809','2008-03-01-00.00.00.0000'
'13','331809','2009-02-01-00.00.00.0000'
'13','331810','2002-01-01-00.00.00.0000'
'13','331810','2007-03-01-00.00.00.0000'
'13','331810','2008-03-01-00.00.00.0000'
'13','331810','2009-02-01-00.00.00.0000'
'13','331811','2002-01-01-00.00.00.0000'
'13','331811','2007-03-01-00.00.00.0000'
'13','331811','2008-03-01-00.00.00.0000'
'13','331811','2009-02-01-00.00.00.0000'
'13','331812','2002-01-01-00.00.00.0000'
'13','331812','2007-03-01-00.00.00.0000'
'13','331812','2008-03-01-00.00.00.0000'
'13','331812','2009-02-01-00.00.00.0000'
'13','331814','2002-01-01-00.00.00.0000'
'13','331814','2007-03-01-00.00.00.0000'
'13','331814','2008-03-01-00.00.00.0000'
'13','331814','2009-02-01-00.00.00.0000'
'13','331815','2002-01-01-00.00.00.0000'
'13','331815','2007-03-01-00.00.00.0000'
'13','331815','2008-03-01-00.00.00.0000'
'13','331815','2009-02-01-00.00.00.0000'
'13','331816','2002-01-01-00.00.00.0000'
'13','331816','2007-03-01-00.00.00.0000'
'13','331816','2008-03-01-00.00.00.0000'
'13','331816','2009-02-01-00.00.00.0000'
'13','331817','2002-01-01-00.00.00.0000'
'13','331817','2007-03-01-00.00.00.0000'
'13','331817','2008-03-01-00.00.00.0000'
'13','331817','2009-02-01-00.00.00.0000'
'13','331818','2002-01-01-00.00.00.0000'
'13','331818','2007-03-01-00.00.00.0000'
'13','331818','2008-03-01-00.00.00.0000'
'13','331818','2009-02-01-00.00.00.0000'
'13','331820','2002-01-01-00.00.00.0000'
'13','331820','2007-03-01-00.00.00.0000'
'13','331820','2008-03-01-00.00.00.0000'
'13','331820','2009-02-01-00.00.00.0000'
'13','331821','2002-01-01-00.00.00.0000'
'13','331821','2007-03-01-00.00.00.0000'
'13','331821','2008-03-01-00.00.00.0000'
'13','331821','2009-02-01-00.00.00.0000'
'13','331822','2002-01-01-00.00.00.0000'
'13','331822','2007-03-01-00.00.00.0000'
'13','331822','2008-03-01-00.00.00.0000'
'13','331822','2009-02-01-00.00.00.0000'
'13','331823','2002-01-01-00.00.00.0000'
'13','331823','2007-03-01-00.00.00.0000'
'13','331823','2008-03-01-00.00.00.0000'
'13','331823','2009-02-01-00.00.00.0000'
'13','331824','2002-01-01-00.00.00.0000'
'13','331824','2007-03-01-00.00.00.0000'
'13','331824','2008-03-01-00.00.00.0000'
'13','331824','2009-02-01-00.00.00.0000'
'13','331826','2002-01-01-00.00.00.0000'
'13','331826','2007-03-01-00.00.00.0000'
'13','331826','2008-03-01-00.00.00.0000'
'13','331826','2009-02-01-00.00.00.0000'
'13','331827','2002-01-01-00.00.00.0000'
'13','331827','2007-03-01-00.00.00.0000'
'13','331827','2008-03-01-00.00.00.0000'
'13','331827','2009-02-01-00.00.00.0000'
'13','331828','2002-01-01-00.00.00.0000'
'13','331828','2007-03-01-00.00.00.0000'
'13','331828','2008-03-01-00.00.00.0000'
'13','331828','2009-02-01-00.00.00.0000'
'13','331829','2002-01-01-00.00.00.0000'
'13','331829','2007-03-01-00.00.00.0000'
'13','331829','2008-03-01-00.00.00.0000'
'13','331829','2009-02-01-00.00.00.0000'
'13','331830','2002-01-01-00.00.00.0000'
'13','331830','2007-03-01-00.00.00.0000'
'13','331830','2008-03-01-00.00.00.0000'
'13','331830','2009-02-01-00.00.00.0000'
'13','331832','2002-01-01-00.00.00.0000'
'13','331832','2007-03-01-00.00.00.0000'
'13','331832','2008-03-01-00.00.00.0000'
'13','331832','2009-02-01-00.00.00.0000'
'13','331833','2002-01-01-00.00.00.0000'
'13','331833','2007-03-01-00.00.00.0000'
'13','331833','2008-03-01-00.00.00.0000'
'13','331833','2009-02-01-00.00.00.0000'
'13','331834','2002-01-01-00.00.00.0000'
'13','331834','2007-03-01-00.00.00.0000'
'13','331834','2008-03-01-00.00.00.0000'
'13','331834','2009-02-01-00.00.00.0000'
'13','331835','2002-01-01-00.00.00.0000'
'13','331835','2006-05-01-00.00.00.0000'
'13','331835','2007-03-01-00.00.00.0000'
'13','331835','2008-03-01-00.00.00.0000'
'13','331835','2009-02-01-00.00.00.0000'
'13','331836','2002-01-01-00.00.00.0000'
'13','331836','2007-03-01-00.00.00.0000'
'13','331836','2008-03-01-00.00.00.0000'
'13','331836','2009-02-01-00.00.00.0000'
'13','331838','2002-01-01-00.00.00.0000'
'13','331838','2007-03-01-00.00.00.0000'
'13','331838','2008-03-01-00.00.00.0000'
'13','331838','2009-02-01-00.00.00.0000'
'13','331839','2002-01-01-00.00.00.0000'
'13','331839','2007-03-01-00.00.00.0000'
'13','331839','2008-03-01-00.00.00.0000'
'13','331839','2009-02-01-00.00.00.0000'
'13','331840','2002-01-01-00.00.00.0000'
'13','331840','2007-03-01-00.00.00.0000'
'13','331840','2008-03-01-00.00.00.0000'
'13','331840','2009-02-01-00.00.00.0000'
'13','331841','2002-01-01-00.00.00.0000'
'13','331841','2007-03-01-00.00.00.0000'
'13','331841','2008-03-01-00.00.00.0000'
'13','331841','2009-02-01-00.00.00.0000'
'13','331842','2002-01-01-00.00.00.0000'
'13','331842','2007-03-01-00.00.00.0000'
'13','331842','2008-03-01-00.00.00.0000'
'13','331842','2009-02-01-00.00.00.0000'
'13','331844','2002-01-01-00.00.00.0000'
'13','331844','2007-03-01-00.00.00.0000'
'13','331844','2008-03-01-00.00.00.0000'
'13','331844','2009-02-01-00.00.00.0000'
'13','331845','2002-01-01-00.00.00.0000'
'13','331845','2007-03-01-00.00.00.0000'
'13','331845','2008-03-01-00.00.00.0000'
'13','331845','2009-02-01-00.00.00.0000'
'13','331846','2002-01-01-00.00.00.0000'
